aId:ID(Amenity),:LABEL,name,_start,_end,_type,rating,url,picture_url,host_identity_verified,accomodates,bedrooms,bathrooms,beds,price,review_scores_rating
806,:Amenities,Marie Stella Maris  body soap,,,,,,,,,,,,,
807,:Amenities,"55"" HDTV with Netflix, premium cable, standard cable",,,,,,,,,,,,,
808,:Amenities,"Dedicated workspace: desk, monitor, and office chair",,,,,,,,,,,,,
809,:Amenities,AEG oven,,,,,,,,,,,,,
810,:Amenities,bose Bluetooth sound system,,,,,,,,,,,,,
811,:Amenities,Green Soap conditioner,,,,,,,,,,,,,
812,:Amenities,Green Soap shampoo,,,,,,,,,,,,,
813,:Amenities,"24"" TV with Chromecast",,,,,,,,,,,,,
814,:Amenities,Green Soap body soap,,,,,,,,,,,,,
815,:Amenities,Various conditioner,,,,,,,,,,,,,
816,:Amenities,Smeg stainless steel electric stove,,,,,,,,,,,,,
817,:Amenities,SONOS Bluetooth sound system,,,,,,,,,,,,,
818,:Amenities,AEG stainless steel oven,,,,,,,,,,,,,
819,:Amenities,"Dedicated workspace: desk, monitor, table, and office chair",,,,,,,,,,,,,
820,:Amenities,Etna  refrigerator,,,,,,,,,,,,,
821,:Amenities,MARIE-STELLA-MARIS shampoo,,,,,,,,,,,,,
822,:Amenities,MARIE-STELLA-MARIS conditioner,,,,,,,,,,,,,
823,:Amenities,Syos conditioner,,,,,,,,,,,,,
824,:Amenities,"HDTV with Apple TV, Chromecast, Netflix",,,,,,,,,,,,,
825,:Amenities,Nivea shampoo,,,,,,,,,,,,,
826,:Amenities,Australien shampoo,,,,,,,,,,,,,
827,:Amenities,"HDTV with Amazon Prime Video, Apple TV, Chromecast, Netflix, standard cable",,,,,,,,,,,,,
828,:Amenities,Australien  conditioner,,,,,,,,,,,,,
829,:Amenities,"HDTV with Amazon Prime Video, Chromecast, Netflix, premium cable",,,,,,,,,,,,,
830,:Amenities,indensit refrigerator,,,,,,,,,,,,,
831,:Amenities,indensit induction stove,,,,,,,,,,,,,
832,:Amenities,indensit stainless steel oven,,,,,,,,,,,,,
833,:Amenities,Verschillend conditioner,,,,,,,,,,,,,
834,:Amenities,Verschillend shampoo,,,,,,,,,,,,,
835,:Amenities,Verschillend body soap,,,,,,,,,,,,,
836,:Amenities,"HDTV with Amazon Prime Video, Netflix, premium cable",,,,,,,,,,,,,
837,:Amenities,"Dedicated workspace: table, office chair, desk, and monitor",,,,,,,,,,,,,
838,:Amenities,"36"" TV with Apple TV, Netflix",,,,,,,,,,,,,
839,:Amenities,Fast wifi – 91 Mbps,,,,,,,,,,,,,
840,:Amenities,ikea refrigerator,,,,,,,,,,,,,
841,:Amenities,Andrelon  shampoo,,,,,,,,,,,,,
842,:Amenities,"Dedicated workspace: office chair, monitor, desk, and table",,,,,,,,,,,,,
843,:Amenities,"49"" HDTV with Chromecast, Netflix",,,,,,,,,,,,,
844,:Amenities,SMEG oven,,,,,,,,,,,,,
845,:Amenities,SMEG stove,,,,,,,,,,,,,
846,:Amenities,"43"" HDTV",,,,,,,,,,,,,
847,:Amenities,Miele  oven,,,,,,,,,,,,,
848,:Amenities,"Clothing storage: wardrobe, walk-in closet, closet, and dresser",,,,,,,,,,,,,
849,:Amenities,Etos shampoo,,,,,,,,,,,,,
850,:Amenities,"42"" HDTV with Netflix",,,,,,,,,,,,,
851,:Amenities,zanussi refrigerator,,,,,,,,,,,,,
852,:Amenities,"Shampoo, bodywash and hand wash is from Rituals Hammam body soap",,,,,,,,,,,,,
853,:Amenities,Marcel  body soap,,,,,,,,,,,,,
854,:Amenities,Marcel  shampoo,,,,,,,,,,,,,
855,:Amenities,Clothing storage: walk-in closet and wardrobe,,,,,,,,,,,,,
856,:Amenities,Sonos Stereo Speakers sound system,,,,,,,,,,,,,
857,:Amenities,Divers body soap,,,,,,,,,,,,,
858,:Amenities,divers conditioner,,,,,,,,,,,,,
859,:Amenities,divers shampoo,,,,,,,,,,,,,
860,:Amenities,Kitchen Aid stainless steel oven,,,,,,,,,,,,,
861,:Amenities,Private gym nearby,,,,,,,,,,,,,
862,:Amenities,Sebamed body soap,,,,,,,,,,,,,
863,:Amenities,siemens gas stove,,,,,,,,,,,,,
864,:Amenities,zenology body soap,,,,,,,,,,,,,
865,:Amenities,AEG stainless steel induction stove,,,,,,,,,,,,,
866,:Amenities,"43"" HDTV with Amazon Prime Video, Chromecast, Netflix, premium cable",,,,,,,,,,,,,
867,:Amenities,Samsung with icemaker refrigerator,,,,,,,,,,,,,
868,:Amenities,SMEG induction stove,,,,,,,,,,,,,
869,:Amenities,Very good system here; only usable on request! sound system with Bluetooth and aux,,,,,,,,,,,,,
870,:Amenities,"Dedicated workspace: monitor, desk, and table",,,,,,,,,,,,,
871,:Amenities,Harman Kardon Bluetooth sound system,,,,,,,,,,,,,
872,:Amenities,"TV with Amazon Prime Video, Netflix, standard cable",,,,,,,,,,,,,
873,:Amenities,KRK  Bluetooth sound system,,,,,,,,,,,,,
874,:Amenities,"TV with Apple TV, Netflix, Chromecast, standard cable",,,,,,,,,,,,,
875,:Amenities,Dedicated workspace: table and monitor,,,,,,,,,,,,,
876,:Amenities,"Dedicated workspace: table, office chair, monitor, and desk",,,,,,,,,,,,,
877,:Amenities,Hotel Soap body soap,,,,,,,,,,,,,
878,:Amenities,diversen body soap,,,,,,,,,,,,,
879,:Amenities,LUXMAN Bluetooth sound system,,,,,,,,,,,,,
880,:Amenities,"Dedicated workspace: table, desk, and office chair",,,,,,,,,,,,,
881,:Amenities,Weleda or similar  shampoo,,,,,,,,,,,,,
882,:Amenities,Rich and Ecological Shower Gel body soap,,,,,,,,,,,,,
883,:Amenities,Private gym,,,,,,,,,,,,,
884,:Amenities,Sony (A Soundbar will be delivered on request) Bluetooth sound system,,,,,,,,,,,,,
885,:Amenities,The Spa collection body soap,,,,,,,,,,,,,
886,:Amenities,The Spa Collection shampoo,,,,,,,,,,,,,
887,:Amenities,The Spa Collection conditioner,,,,,,,,,,,,,
888,:Amenities,andrelon shampoo,,,,,,,,,,,,,
